View,ID,Name,Group Name,Common Name,Order,Notes,Transfer to ID,ID Key,Databased,Traditional,Modern,Active,
427,427,BRUCHIACEAE,Bryophytes,null,DICRANALES,null,null,null,FALSE,null,null,TRUE,
428,428,BRYACEAE,Bryophytes,null,BRYALES,null,null,null,FALSE,null,null,TRUE,
358,358,BUDDLEJACEAE,Dicots,null,LAMIALES,null,304,null,FALSE,null,null,FALSE,
45,45,BURMANNIACEAE,Monocots,null,DIOSCOREALES,null,null,"1. Leaves and stems purplish to pale brownish or whitish; inflorescence racemose or flower solitary; pedicel 2-10 mm long; flower terete or subterete; ovary 1-locular; placentation parietal [S#2340](A. aphylla)
1. Leaves and stems green; inflorescence of dense cymes or flower solitary; pedicel 0-1 mm long; flower 3-angled or 3-winged; ovary 3-locular; placentation axile [G#220](Burmannia)
",TRUE,null,null,TRUE,
46,46,BURSERACEAE,Dicots,null,SAPINDALES,null,null,null,TRUE,null,null,TRUE,
48,48,BUXACEAE,Dicots,null,BUXALES,null,null,"1. Shrubs to small trees, 1-5 m tall, not clonal; leaves opposite or subopposite, the blade margins entire; tepals of pistillate flowers 5-6; seeds 2 per locule [F#48](Buxus)
1. Herbs to subshrubs, 10-40 cm tall, clonal; leaves alternate, the blade margins toothed; tepals of pistillate flowers usually 4; seeds 1 per locule [G#880](Pachysandra)

1. (Buxus key) Staminate ovary half as long or less than the inner sepals [2]
1. Staminate ovary two-thirds as long as to subequal to the inner sepals [4]
2. Leaves 3-4 times as long as wide [F#48](Buxus wallichiana)
2. Leaves 2-3 times as long as wide [3]
3. Stem and petiole usually persistently whitish-pubescent; leaves 15-30(40) mm long, blade upper surface dark green and strongly lustrous; inflorescence 4-6 mm wide, the bracteoles ovate and acute-tipped; staminate flowers sessile; anthers 1-2 mm long; fruiting style 2-5 mm long, <1/2 as long as fruit [F#48](Buxus sempervirens)
3. Stem and petiole usually glabrous to glabrate; leaves 25-40(45) mm long, blade upper surface green and moderately lustrous; inflorescence 8-12 mm wide, the bracteoles suborbicular and obtuse-itpped; staminate flowers pedicellate; anthers 2-5 mm long; fruiting style 5-7 mm long, revolute at tips, 2/3 to subequal to fruit [F#48](Buxus balearica)
4. Stems and petioles pubescent; leaf blade oblanceolate or narrowly spathulate, mostly widest above the middle, rarely obovate or narrowly lanceolate staminate flowers pedicellate [F#48](Buxus harlandii)
4. Stems and petioles glabrate to pubescent; leaf blades ovate, ovate-oblong, to oblong, generally widest below the middle, rarely lanceolate, oblanceolate, or obovate; staminate flowers sessile [5]
5. Stems and petioles glabrous or glabrate [6]
5. Stems and petioles pubescent [7]
6. Densely branched, branches slender; leaf blades subcoriaceous, oblanceolate, rarely obovate or lanceolate [F#48](Buxus microphylla)
6. Sparsely branched, branches thick; leaf blades coriaceous, ovate or ovate-elliptic, rarely obovate or lanceolate [F#48](Buxus japonica)
7. Leaves 1.3-5 cm. long, the lateral nerves distinct above, the margin slightly revolute [F#48](Buxus sinica)
7. Leaves scarcely more than 2 cm long, the lateral nerves on both sides obsolete, the margin strongly revolute [F#48](Buxus insularis)
",TRUE,null,null,TRUE,
49,49,BYTTNERIACEAE,Dicots,null,MALVALES,null,204,null,FALSE,null,null,FALSE,
50,50,CABOMBACEAE,Dicots,null,NYMPHAEALES,null,null,"1. Leaves all floating or emergent, peltate (3.5-12 cm long); perianth dull purple; stamens 12 or more [S#3970](Brasenia schreberi)
1. Submersed leaves numerous and deeply dissected (when present, floating leaves peltate and 0.5-3 cm long); perianth white to bluish, sometimes with violet markings; stamens 3-6 [G#223](Cabomba)",TRUE,null,null,TRUE,
51,51,CACTACEAE,Dicots,null,CARYOPHYLLALES,null,null,"1. Leaves persistent, with broad, flat blades; flowers in paniculiform, corymbiform, or aggregate cymes [G#910](Pereskia)
1. Leaves caducous, small and terete, vestigial, or absent; flowers solitary from the areoles [2]
2. Stems flattened (rarely subcylindric); areoles evenly distributed on stems, usually bearing minute, barbed bristles (glochids); inner flower petals brightly colored (red to yellow) [3]
2.  Stems cylindric to flattened; areoles restricted to ribs, angles, and edges of stem, lacking glochids (areoles evenly distributed on cylindric stems of Rhipsalis); inner flower petals whitish [4]
3. Stems indeterminate, elongate, unsegmented; flower and fruit areoles usually spiny [S#8](Consolea corallicola)
3. Stems determinate, elliptic, ovate, orbicular, to obovate, segmented; flower and fruit areoles not spiny [G#868](Opuntia)
4. Branches <7 mm wide in diameter; flowers rotate, <2 cm long; floral tube obsolete; perianth segments less than 12 [G#1046](Rhipsalis)
4. Branches more than 7 mm in diameter; flowers funnelform, salverform, or campanulate, >4 cm long; floral tube elongate; perianth segments more than 12 [5]
5. Vines or epiphytes; stems with adventitious roots [6]
5. Clambering to erect shrubs or trees; stems without adventitious roots (unless broken or fallen to ground) [7]
6. Stems flat (basally cylindric), rarely 3-winged [S#1882](Epiphyllum phyllanthus var. hookeri)
6. Stems 3-8 ribbed, angled, or winged, rarely 2-winged [G#8](Selenicereus)
7. Stems with 3-5 ribs; usually at least some flower and fruit areoles with a few spines [S#622](Acanthocereus tetragonus)
7. Stems with 8-14 ribs; flower and fruit areoles without spines [8]
8. Shrubs or rarely tree-like; stems slender, <3.5 cm wide distally, usually; flower tube areoles pilose, the tube scales with acute apices; fruit with several areoles [G#590](Harrisia)
8. Tree-like; stems stout, >3.5 cm wide distally; flower tube areoles glabrous, the tube scales rounded at the tip; fruit often with few to no areoles [9]
9. Stem ribs usually 6; flowers 15-25 cm long [S#4856](Cereus hexagonus)
9. Stem ribs 9-14; flowers 4-6 cm long [G#941](Pilosocereus)",TRUE,null,null,TRUE,
52,52,CALLITRICHACEAE,Dicots,null,LAMIALES,null,null,null,TRUE,null,null,TRUE,
53,53,CALYCANTHACEAE,Dicots,null,LAURALES,null,null,null,TRUE,null,null,TRUE,
54,54,CALYCERACEAE,Dicots,null,ASTERALES,null,null,null,TRUE,null,null,TRUE,
429,429,CALYMPERACEAE,Bryophytes,null,DICRANALES,null,null,null,FALSE,null,null,TRUE,
471,471,CALYPOGEIACEAE,Bryophytes,null,JUNGERMANNIALES,null,null,null,FALSE,null,null,TRUE,
55,55,CAMPANULACEAE,Dicots,null,ASTERALES,null,null,"1. Flower and fruit sessile [G#1252](Triodanis)
1. Flower and fruit pedicellate, the pedicel 1-11 mm long [2]
2. Filaments and anthers connate into a tube [3]
2. Filaments and anthers free [4]
3. Corolla actinomorphic or nearly so [S#204](Hippobroma longiflora)
3. Corolla zygomorphic [G#718](Lobelia)
4. Cauline leaves mostly 1.5-6 times longer than wide; corolla rotate; fruit opening by 3-5 lateral pores [G#241](Campanula)
4. Cauline leaves mostly 9-16 times longer than wide; corolla funnelform to campanulate; fruit opening by 2-3 apical pores [G#1293](Wahlenbergia)
",TRUE,null,null,TRUE,
56,56,CANELLACEAE,Dicots,null,CANELLALES,null,null,null,TRUE,null,null,TRUE,
57,57,CANNABACEAE,Dicots,null,ROSALES,null,null,"1. Annual herbs; leaves palmately compound; fruit an achene [S#1838](Cannabis sativa)
1. Shrubs to trees; leaves simple; fruit a drupe [2]
2. Leaf blade glabrous or nearly so on the lower surface, the margin entire to coarsely serrate; flowers and fruits solitary or few in unbranched cymes [G#276](Celtis)
2. Leaf blade pubescent on the lower surface, the margin finely serrate; flowers and fruits 12-20 in branching cymes [G#1238](Trema)",TRUE,null,null,TRUE,
58,58,CANNACEAE,Monocots,null,ZINGIBERALES,null,null,null,TRUE,null,null,TRUE,
59,59,CAPPARACEAE,Dicots,null,BRASSICALES,null,null,"1. Plant glabrous to puberulent; young stems roughly terete; stamens 60-160 per flower; seed embedded in a white pulp [S#2819](Cynophalla flexuosa)
1. Plant lepidote, especially the young branches and lower leaf surface; young stems usually angular; stamens 15-50 per flower; seed embedded in a reddish pulp [S#2034](Quadrella jamaicensis)
",TRUE,null,null,TRUE,
60,60,CAPRIFOLIACEAE,Dicots,null,DIPSACALES,null,null,"1. Erect herb [S#3519](Valerianella radiata)
1. Vines, or erect shrubs [2]
2. Herbaceous vines; leaf blade ovate-cordate to palmately divided; corolla 2 mm long; fruit a plumose achene [S#3383](Valeriana scandens)
2. Woody vines or shrubs; leaf blade ovate, elliptic, oblong, to orbicular; corolla 10-50 mm long; fruit an achene, berry, or drupe [3]
3. Shrubs; sepal lobes generally oblong and conspicuous, 4-6 mm long; stamens 4; ovary 3-locular; fruit an achene [S#415](Abelia x grandiflora)
3. Shrubs or vines; sepal lobes reduced and inconspicuous, 0.5-2 mm long; stamens 5; ovary 2- to 4-locular; fruit a berry or achene [3]
4. Vines (native and naturalized spp.) or shrubs (cultivated); corolla 10-50 mm long; ovary 2- or 3-locular; fruit a few- to several-seeded berry [G#723](Lonicera)
4. Shrubs; corolla 3-5 mm long; ovary 4-locular, 2 being sterile; fruit a 2-seeded drupe  [S#3760](Symphoricarpos orbiculatus)
",TRUE,null,null,TRUE,
61,61,CARICACEAE,Dicots,null,BRASSICALES,null,null,null,TRUE,null,null,TRUE,
63,63,CARYOPHYLLACEAE,Dicots,null,CARYOPHYLLALES,null,null,"1. Stipules present, 2 interpetiolar and connate or 4 per node, white to silvery to tan to green, scarious, filiform, bristle-like, or broad [2]
1. Stipules absent [8]
2. Petals absent (sepals may be petaloid); fruit a 1-seeded utricle [G#887](Paronychia)
2. Petals 5 (rarely absent or 3); fruit a many-seeded capsule [3]
3. Leaves predominantly basal (often absent at maturity), cauline leaves scale-like with long internodes, the plant nearly leafless on the stem [G#1173](Stipulicida)
3. Leaves cauline (and sometimes basal), not scale-like, the plant appearing leafy [4]
4. Cauline leaf blades elliptic, obovate, ovate, or orbicular, mostly 2-25 mm wide [5]
4. Cauline leaf blades linear, 0.2-1.3 mm wide [6]
5. Stems often long-creeping and sometimes rooting at distant nodes; leaf blade broadly ovate to orbicular; petals divided (often nearly to the base) into 2 or 4 lobes [S#714](Drymaria cordata)
5. Stems generally not rooting at distant nodes; leaf blade elliptic to obovate; petals undivided [S#1852](Polycarpon tetraphyllum)
6. Larger leaf blades 0.8-2(2.5) cm long; flowers densely compact in the inflorescence dense, pedicels scarcely apparent; style 1 [S#336](Polycarpaea corymbosa)
6. Larger leaf blades 2-6 cm long; flowers spaced and individually obvious in the inflorescence, pedicels conspicuous; styles 3 or 5 [7]
7. Leaves densely clustered of 8-15 at the main stem nodes; styles, stigmas, and capsule valves 5 [S#1779](Spergula arvensis)
7. Leaves mostly in pairs along the main stem nodes; styles, stigmas, and capsule valves 3 [S#922](Spergularia marina)
8. Sepals free (rarely connate at the base) [9]
8. Sepals connate for most of their length [14]
9. Flowers subsessile; sepals present (greenish) 1-4 mm long; petals absent; fruit a 1-seeded utricle [S#1777](Scleranthus annuus)
9. Flowers usually pedicellate; sepals present; petals present or absent; fruit a many-seeded capsule [10]
10. Petals bilobed or 2-fid(4-fid), divided at least ⅕ or more of the petal length, or petals absent [11]
10. Petals unlobed, the apex obtuse to rounded (rarely notched), or petals absent [12]
11. Capsules cylindric, dehiscing by apical teeth [G#282](Cerastium)
11. Capsules ovoid, dehiscing ¼ or more of the length of the fruit by valves [G#1164](Stellaria)
12. Capsules dehiscing by 6 apical teeth; stigmas 3 [G#131](Arenaria)
12. Capsule dehiscing ¼ or more of the length of the fruit by 3-5 valves; stigmas 3-5 [13] 
13. Sepals 2.5-5 mm long; petals 5-11 mm long; capsule valves 3-4; stigmas 3-4 [G#1495](Mononeuria)
13. Sepals and petals 1-3 mm long; capsule valves 4-5; stigmas 4-5 [S#3130](Sagina decumbens)
14. Calyx subtended by 4 involucel bracteoles subequal to the calyx [S#1418](Dianthus armeria)
14. Calyx not subtended by bracteoles [15]
15. Calyx and petals 1-4 mm long [S#1634](Gypsophila paniculata)
15. Calyx and petals 6-62 mm long [16]
16. Calyx 25-62 mm long, lobes longer than tube [S#1778](Agrostemma githago)
16. Calyx 6-28(-40) mm long, lobes usually shorter than or subequal to the calyx tube [17]
17. Styles 3 or 5, occasionally 4 (absent in staminate flowers); fruit valves 3-5 or splitting into 6-10 teeth [18]
17. Styles 2(3); fruit valves usually 4 [19]
18. Plant glabrous; seeds rugose [S#1996](Atocion armeria)
18. Plant glabrate, pubescent, or glandular; seeds rugose, papillate, tuberculate, or reticulate [G#1135](Silene)
19. Plants perennial; pedicels 1-6 mm long; calyx tubes terete; coronal appendages 2 [S#1847](Saponaria officinalis)
19. Plants annual; pedicels (5)10-30(55) mm long; calyx tubes 5-angled or keeled; coronal appendages absent [S#455](Vaccaria hispanica)",TRUE,null,null,TRUE,
64,64,CASUARINACEAE,Dicots,null,FAGALES,null,null,null,TRUE,null,null,TRUE,
367,367,CECROPIACEAE,Dicots,null,ROSALES,null,345,null,TRUE,null,null,FALSE,
65,65,CELASTRACEAE,Dicots,null,CELASTRALES,,null,"1. Leaves alternate [2]
1. Leaves opposite or whorled [4]
2. Scandent shrub to vine; leaf blade margin crenate to dentate; flowers in racemose thyrses [S#4180](Celastrus paniculatus)
2. Erect shrub or tree; leaf blade entire to obscurely crenate; flowers solitary or in fascicles [3]
3. Leaf blade venation evident on the upper surface; flowers 4-merous; fruit a 2-stoned drupe [S#2227](Schaefferia frutescens)
3. Leaf blade venation obscure on the upper surface; flowers 5-merous; fruit a 3-valvate leathery capsule [S#2908](Tricerma phyllanthoides)
4. Vines; flowers in corymbiform-paniculiform cymes; seeds winged [S#3653](Hippocratea volubilis)
4. Shrubs or small trees; flowers in simple or branches cymes; seeds not winged [5]
5. Leaves deciduous, usually at least some >4.5 cm long, the blade acute to acuminate at the apex; seeds with a yellow to red aril [G#503](Euonymus)
5. Leaves persistent, <4.5 cm long, the blade rounded, emarginate, or prickly at the apex; aril absent [6]
6. Petioles 0-1(2) mm long; leaf blades prickly or distinctly crenate or dentate to subentire (usually at least some blades distinctly toothed), 1.5-3(3.5, rarely 4) cm long, 0.5-2 cm wide; pedicel 1-3 mm long; bracts, pedicels, and ovary (sometimes peduncle and rachis) ciliolate to puberulent; flowers bisexual; ovaries 4-locular; stigmas 4; fruits red, subglobose to globose-elliptic, 4-6 mm long, (2)3-4 mm wide, 1-1.5 times as long as wide  [G#373](Crossopetalum)
6. Petioles 0-3(5) mm long; leaf blades entire to subtly crenulate, teeth rarely conspicuous, 2-5 cm long, 1-2.5(3) cm wide; pedicel 0-1 mm long; peduncle, rachis, pedicels, and ovary glabrous, and bracts ciliolate, crenulate, to subentire; flowers unisexual; ovaries 2-locular; stigmas 2; fruits bluish black, 7-9 mm long, 3-5 mm wide, 1.5-2 times as long as wide  [S#3774](Gyminda latifolia)
",TRUE,null,null,TRUE,
366,366,CELTIDACEAE,Dicots,null,ROSALES,null,57,null,FALSE,null,null,FALSE,
472,472,CEPHALOZIACEAE,Bryophytes,null,JUNGERMANNIALES,null,null,null,FALSE,null,null,TRUE,
473,473,CEPHALOZIELLACEAE,Bryophytes,null,JUNGERMANNIALES,null,null,null,FALSE,null,null,TRUE,
68,68,CERATOPHYLLACEAE,Dicots,null,CERATOPHYLLALES,null,null,null,TRUE,null,null,TRUE,
71,71,CHENOPODIACEAE,Dicots,null,CARYOPHYLLALES,null,10,null,FALSE,null,null,FALSE,
73,73,CHLORANTHACEAE,Dicots,null,CHLORANTHALES,null,null,null,FALSE,null,null,TRUE,
474,474,CHONECOLEACEAE,Bryophytes,null,JUNGERMANNIALES,null,473,null,FALSE,null,null,FALSE,
74,74,CHRYSOBALANACEAE,Dicots,null,MALPIGHIALES,null,null,"1. Shrubs to small trees, usually 1-6 m tall when mature; leaf blade length 1.2-1.5 times width; inflorescence axillary; filaments densely hairy at the base; endocarp longitudinally ribbed [S#305](Chrysobalanus icaco) 
1. Suffruticose plants usually <50 cm tall when mature, rarely to 1.6 m tall; leaf blade length 2.5-3.5 times width; inflorescence terminal; filaments glabrous; endocarp not longitudinally ribbed [S#695](Geobalanus oblongifolius) 
",TRUE,null,null,TRUE,
75,75,CISTACEAE,Dicots,null,MALVALES,null,null,"1. Leaf blades 1-35 mm wide; flowers conspicuous 10-20 mm wide with 5 yellow petals (petals absent in cleistogamous flowers) [G#595](Crocanthemum)
1. Leaf blades 0.5-8 mm wide; flowers inconspicuous, 1-2 mm wide with 3 greenish to purplish petals [G#680](Lechea)
",TRUE,null,null,TRUE,
505,505,CLEOMACEAE,Dicots,null,BRASSICALES,null,null,"1. Leaflets linear, 0.5-2 mm wide [S#2692](Polanisia tenuifolia)
1. Leaflets ovate, lanceolate, to oblanceolate, 5-35 mm wide [2]
2. Stem with stipular spines 1-5 mm long [G#1729](Tarenaya)
2. Stems without stipular spines [3]
3. Ovary and fruit sessile on pedicel (gynophore obsolete) [S#1500](Arivela viscosa)
3. Ovary and fruit stipitate on pedicel (gynophore subtending fruit, distinct from pedicel) [4]
4. Bracts or leaves subtending flower unifoliolate [S#1584](Cleoserrata speciosa)
4. Bracts or leaves subtending flower trifoliolate [5]
5. Stem leaves usually 5-foliolate; inflorescence distinct, with the subtending bracts strongly reduced relative to stem leaves [S#1462](Gynandropsis gynandra)
5. Stem leaves usually trifoliolate; inflorescence indistinct and flowers appearing singly, with the subtending leaves scarcely if at all reduced relative to stem leaves [S#1642](Sieruela rutidosperma)
",FALSE,null,null,TRUE,
76,76,CLETHRACEAE,Dicots,null,ERICALES,null,null,null,TRUE,null,null,TRUE,
430,430,CLIMACIACEAE ,Bryophytes,null,HYPNALES,null,null,null,FALSE,null,null,TRUE,
77,77,CLUSIACEAE,Dicots,null,MALPIGHIALES,"Recent circumscriptions recognize five families in the clusioid clade: Bonnetiaceae, Calophyllaceae, Clusiaceae, Hypericaceae, and Podostemaceae (Ruhfel et al. 2013; Christenhusz et al. 2015).",null,null,TRUE,null,null,TRUE,
393,393,COLCHICACEAE,Monocots,null,LILIALES,null,null,"1. With lobed corms; leaf blade apex terminated by a tendril; tepals strongly reflexed, usually partly or wholly orange to red, usually strongly undulate, 4-8 cm long [S#1499](Gloriosa superba)
1. With short or elongate rhizomes; leaf blade apex without a tendril; tepals strict to distally spreading, not noticeably undulate, whitish to pale yellow, 1-4 cm long [G#1270](Uvularia)
",TRUE,null,null,TRUE,
81,81,COMBRETACEAE,Dicots,null,MYRTALES,null,null,"1. Leaves opposite [2]
1. Leaves alternate, sometimes pseudowhorled in tight spirals [3]
2. Erect shrub or tree; petiole with glands; petals ca. 1 mm long and greenish white [s#3621](Laguncularia racemosa)
2. Scandent shrub or vine; petiole eglandular; petals 1-2 cm long and white to pink to red [s#1478](Combretum indicum)
3. Petiole with glands; flowers and fruits densely congested in spherical or oblong heads [s#2807](Conocarpus erectus)
3. Petiole eglandular; flowers and fruits generally clearly separated from one another in spikes [4]
4. Leaves not pseudowhorled on short shoots; leaf blades somewhat succulent; sepals ca. 1 mm long, green; petals present, 4-5 mm long [s#4304](Lumnitzera racemosa)
4. Leaves commonly pseudowhorled in tight spirals on short shoots; leaf blades chartaceous; sepals 1-15 mm long, green to white; petals absent [g#1205](Terminalia)",TRUE,null,null,TRUE,
82,82,COMMELINACEAE,Monocots,null,COMMELINALES,null,null,"1. Inflorescence subtended by conspicuous spathaceous bracts, cupped or folded around the inflorescence base [2]
1. Inflorescence bracts inconspicuous or inflorescence subtended by open, typical leaves [3]
2. Spathaceous inflorescence bracts generally ovate, often strongly folded, distinctly dissimilar from cauline leaves; petals all blue, orange, or 2 blue and 1 white, clawed, blades sometimes unequal, blade of larger petals usually broadly ovate to suborbicular; 3 fertile stamens, 3 staminodes, filaments glabrous [G#343](Commelina)
2. Spathaceous inflorescence bracts elongate, the base of the bract cupped at the base of the inflorescence, the bracts very similar to the cauline leaves; petals pink, purple, bluish-pink, bluish-purple, or white, not clawed or rarely so, equal, blade lanceolate, ovate, to broadly ovate; 6 fertile stamens, filaments usually bearded [G#1236](Tradescantia)
3. Sepals externally purplish, petaloid; anthers poricidal; seeds arillate [F#82](Dichorisandra)
3. Sepal externally green, not petaloid; anthers dehiscing longitudinally; seeds not arillate [4]
4. Flowers sessile or subsessile; ovary and capsule 2–3-locular [G#229](Callisia)
4. Flowers distinctly pedicellate; ovary and capsule 3-locular [5]
5. Petals white; fertile stamens 6, staminodes absent [S#263](Gibasis pellucida)
5. Petals pale pink to dark pink; fertile stamens 2-3, staminodes 3-4  [G#814](Murdannia)
",TRUE,null,null,TRUE,
83,83,COMPOSITAE,Dicots,null,ASTERALES,null,25,null,FALSE,null,null,FALSE,
475,475,CONOCEPHALACEAE,Bryophytes,null,MARCHANTIALES,null,null,null,FALSE,null,null,TRUE,
85,85,CONVOLVULACEAE,Dicots,null,SOLANALES,null,null,"1. Plant parasitic; stems yellowish to orange; leaves absent or reduced to scales [G#386](Cuscuta)
1. Plant photosynthetic; stems usually green distally; leaves with expanded blades present [2]
2. Stem prostrate, rooting at nodes; leaf blade base cordate and 7-20 mm wide or long; corolla subequal to shorter than the calyx, deeply 5-lobed, the sinuses >½ the corolla lobe length; fruit deeply 2-lobed [G#420](Dichondra)
2. Stem prostrate, twining, to erect, rarely rooting at nodes; leaf blade base cordate and usually >20 mm wide or long or leaf blade not cordate; corolla longer than the calyx, unlobed or to moderately 5-lobed, the sinuses <½ the corolla lobe length [3]
3. Flowers 5-7 mm long, numerous in elongate panicles [S#4066](Poranopsis paniculata)
3. Flowers 5-80 mm long, solitary or in cymes [4]
4. Styles 2 per flower, free or fused only at the base; generally all trailing to procumbent and leaves small, to 40 mm wide [5]
4. Style 1 per flower; many species twining vines, some trailing or shrubs, and leaves small to large, to 250 mm wide [7]
5. Calyx 15-28 mm long; corolla 80 mm wide or long; fruit 12-20 mm wide or long [S#1223](Bonamia grandiflora) 
5. Calyx 2-9(11) mm long; corolla 7-20(25) mm wide and long; fruit 2-9 mm wide or long [6]
6. Each style 2-cleft or 2-fid for ½ or more of its length; stigmas 4, linear to subclavate [G#505](Evolvulus)
6. Each style not split or scarcely so; stigmas 2, capitate or peltate [G#1179](Stylisma)
7. Stigma or the lobes elongated (cylindric to linear) [8]
7. Stigma or the lobes capitate or globose [10]
8. Stems hairy, hairs usually branched, glandular, or stellate, sometimes simple [G#648](Jacquemontia)
8. Stems glabrous to hairy, hairs unbranched, eglandular, not stellate [9]
9. Sepals 12-34 mm long; stigma lobes linear to oblong, apices blunt; ovary 1-locular [G#240](Calystegia)
9. Sepals 3-5 mm long; stigma lobes cylindric to spatulate, apices acute; ovary 2-locular [S#1755](Convolvulus arvensis)
10. Anthers twisted after dehiscence; pollen usually 3-9-colpate [11]
10. Anthers straight after dehiscence; pollen rugate or echinate [12]
11. Leaves unlobed, not compound (the blade basally cordate); inflorescence usually with 3-20 flowers in an umbelliform cluster [S#18](Camonea umbellata)
11. Leaves compound or palmately lobed; inflorescence with 2-9 flowers in cymes or flower solitary [G#1740](Distimake)
12. Sepals accrescent, completely enclosing undehisced fruit or nearly so; corolla 25-30 mm long [S#250](Aniseia martinicensis)
12. Sepals not accrescent, not completely enclosing fruit; corolla 20-80(15) mm long [G#641](Ipomoea)
",TRUE,null,null,TRUE,
87,87,CORNACEAE,Dicots,null,CORNALES,It appears preferable to split Nyssaceae from Cornaceae (Xiang et al. 2011).,null,null,TRUE,null,null,TRUE,
390,390,COSTACEAE,Monocots,null,ZINGIBERALES,null,null,null,TRUE,null,null,TRUE,
89,89,CRASSULACEAE,Dicots,null,SAXIFRAGALES,null,null,"1. Leaf blades 20-150 mm long; petals united for much of their length [G#657](Kalanchoe)
1. Leaf blades 2-20 mm long; petals free or only slightly connate at the base [G#1120](Sedum)
",TRUE,null,null,TRUE,
91,91,CRUCIFERAE,Dicots,null,BRASSICALES,null,41,null,FALSE,null,null,FALSE,
431,431,CRYPHAEACEAE,Bryophytes,null,HYPNALES,null,null,null,FALSE,null,null,TRUE,
92,92,CUCURBITACEAE,Dicots,null,CUCURBITALES,null,null,"1. Fruit 1-2.5 cm long [2]
1. Fruit 2.5-50 cm long [3]
2. Tendrils unbranched or branched; leaf blades mostly 5-15 cm long, the central lobe with 5-15 minute teeth per side; corolla white to green; staminate flowers solitary; fruit brown, orange, to red; seeds dark brown to black,1-12 per fruit [G#272](Cayaponia)
2. Tendrils unbranched; leaf blades mostly 2-6 cm long, the central with 2-6 minute or shallow teeth per side; corolla yellow; staminate flowers 2-6 in a corymboid cluster or raceme; fruit green to black; seeds white, 30-60 per fruit [S#3631](Melothria pendula)
3. Tendrils unbranched (rarely branched) [4]
3. Tendrils branched (rarely unbranched) [6]
4. Plant hispid to setose [G#378](Cucumis)
4. Plant glabrous to sparsely pubescent [5]
5. Plant dioecious; leaf blades with 3-8 glands along each side of the midrib near the base of the underside, shallowly lobed, the sinuses <½ the blade length; corolla white; fruit red, smooth, indehiscent [S#1472](Coccinia grandis)
5. Plant monoecious; leaf blades eglandular, deeply lobed, the sinuses >½ the blade length; corolla yellow; fruit yellow-orange to orange-red, muricate or tuberculate, dehiscent  [G#801](Momordica)
6. Leaf blade with the central lobe pinnately lobed [S#331](Citrullus lanatus)
6. Leaf blade only palmately lobed [7]
7. Stems stipitate-glandular [S#1861](Sicyos angulatus)
7. Stems eglandular or with sessile glands [8]
8. Corolla margin fimbriate [S#4190](Trichosanthes cucumerina)
8. Corolla margin entire to toothed [9]
9. Staminate flowers solitary [10]
9. Staminate flowers several in a raceme [11]
10. Tendrils 2- to 7-fid; petiole eglandular or with numerous stipitate glands; corolla yellow to white and yellowish towards the base, lobed to only about the middle or less [G#379](Cucurbita)
10. Tendrils 2-fid; petiole with a pair of prominent glands at the apex; corolla white (greenish at the very base), deeply lobed with only the very base connate [S#1349](Lagenaria siceraria)
11. Corolla yellow (rarely pale yellow), the lobes <1 cm long; fruit cylindric, with 100-300 seeds [S#178](Luffa aegyptiaca)
11. Corolla white to pale yellow, the lobes 1.5-5 cm long; fruit globose to pyriform, with 1 seed [S#4936](Sechium edule)
",TRUE,null,null,TRUE,
94,94,CUPRESSACEAE,Gymnosperms,null,CUPRESSALES,null,null,"1. Leaves alternate, deciduous and shed as a unit consisting of the branchlet and its leaves [G#1202](Taxodium)
1. Leaves opposite or whorled, evergreen [2]
2. Plant dioecious; branchlets bushy, not aligned in one plane; mature female cone fleshy and berry-like, indehiscent [S#3925](Juniperus virginiana)
2. Plants monoecious; branchlets bushy or branchlets aligned in one plane; mature female cone dry and dehiscent [3]
3. Branchlets bushy, not aligned in one plane; terminal branchlets commonly 1.2-7 cm long without branching; leaves in whorls of 3 [S#1309](Callitris glaucophylla)
3. Branchlets mostly aligned in a horizontal or vertical plane; terminal branchlets usually <1.5 cm long without branching (rarely longer); leaves opposite and decussate [4]
4. Branchlets mostly aligned in a horizontal plane; leaf apex acute; pollen cones dark brown [S#2196](Chamaecyparis thyoides)
4. Branchlets mostly aligned in a vertical plane; leaf apex bluntly acute to obtuse; pollen cones yellow-green [S#1923](Platycladus orientalis)
",TRUE,null,null,TRUE,
95,95,CYATHEACEAE,Pteridophytes,null,CYATHEALES,null,null,null,TRUE,null,null,TRUE,
96,96,CYCADACEAE,Gymnosperms,null,CYCADALES,null,null,null,TRUE,null,null,TRUE,
